"condition_id","question_id","question","description","market_slug","category","active","closed","archived","accepting_orders","accepting_order_timestamp","enable_order_book","minimum_order_size","minimum_tick_size","min_incentive_size","max_incentive_spread","maker_base_fee","taker_base_fee","end_date_iso","game_start_time","seconds_delay","fpmm","icon","image","neg_risk","neg_risk_market_id","neg_risk_request_id","is_50_50_outcome","token_0_id","token_0_outcome","token_0_price","token_0_winner","token_1_id","token_1_outcome","token_1_price","token_1_winner","rewards_rates","rewards_min_size","rewards_max_spread","notifications_enabled","tags"
"0xd35868afa9257d08411f4c7d61601213fc3d9fa1ebbc1d963572263904be2616","0x37088c9b2349c07fab4a24fd9d95aabc544b3b49dcd417f146fdc4b90d399d03","Bournemouth wins the Premier League?","This market will resolve to “Yes” if Bournemouth is the 2024-25 Premier League Champion. Otherwise, the market will resolve to “No”. If it is a mathematical certainty Bournemouth will win, this market will immediately resolve to “Yes.” Likewise, if it becomes mathematically impossible for Bournemouth to win, this market will immediately resolve to “No.” Potential retroactive points deductions past these points will have no bearing on this market’s resolution.","bournemouth-wins-the-premier-league","","True","False","False","True","2024-09-09T20:29:27Z","True","5.0","0.001","","","0","0","2025-05-25T00:00:00Z","","0","","https://polymarket-upload.s3.us-east-2.amazonaws.com/will-bournemouth-win-the-premier-league-NlGTMIvYLb8B.png","https://polymarket-upload.s3.us-east-2.amazonaws.com/will-bournemouth-win-the-premier-league-NlGTMIvYLb8B.png","True","0x37088c9b2349c07fab4a24fd9d95aabc544b3b49dcd417f146fdc4b90d399d00","0xaf42d80604a6cfdbf4c94fc7dc58aa9dda111157e9fd73cffe0ca59635b96589","False","20043121189468219599437255198027106640631597812114545269112896531495574826378","Yes","0.0025","False","75308226540519873239233623140240170988653500419723135176760582150191967925886","No","0.9975","False","[{'asset_address': '0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174', 'rewards_daily_rate': 2}]","100","3.5","True","Sports,Premier League,EPL,Soccer"
"0xc3c4c99a9b9173154a4b121e3a996c685a2a481a7da0aea144eb600886d85560","0x37088c9b2349c07fab4a24fd9d95aabc544b3b49dcd417f146fdc4b90d399d0c","Manchester United wins the Premier League?","This market will resolve to “Yes” if Manchester United is the 2024-25 Premier League Champion. Otherwise, the market will resolve to “No”. If it is a mathematical certainty Manchester United will win, this market will immediately resolve to “Yes.” Likewise, if it becomes mathematically impossible for Manchester United to win, this market will immediately resolve to “No.” Potential retroactive points deductions past these points will have no bearing on this market’s resolution.","manchester-united-win-the-premier-league","","True","False","False","True","2024-09-09T20:59:27Z","True","5.0","0.001","","","0","0","2025-05-25T00:00:00Z","","0","","https://polymarket-upload.s3.us-east-2.amazonaws.com/will-manchester-united-win-the-premier-league-7e5WOwfuL5Qs.png","https://polymarket-upload.s3.us-east-2.amazonaws.com/will-manchester-united-win-the-premier-league-7e5WOwfuL5Qs.png","True","0x37088c9b2349c07fab4a24fd9d95aabc544b3b49dcd417f146fdc4b90d399d00","0x8a4b327ff1fed2e8a2f763d48674888cbde49d0893b48ada2380a577e5f9c790","False","107618163744247214337048907908877578009778058453499449832423049771355754531578","Yes","0.0015","False","16917477772175311216502957946378709945893406003384210524387488477127630874498","No","0.9985","False","[{'asset_address': '0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174', 'rewards_daily_rate': 4}]","100","3.5","True","Sports,Premier League,EPL,Soccer"
"0xa5bfa29f27399fce767abbff2d875bb5ad7a236748fb2818762641c4c1992632","0x37088c9b2349c07fab4a24fd9d95aabc544b3b49dcd417f146fdc4b90d399d08","Everton wins the Premier League?","This market will resolve to “Yes” if Everton is the 2024-25 Premier League Champion. Otherwise, the market will resolve to “No”. If it is a mathematical certainty Everton will win, this market will immediately resolve to “Yes.” Likewise, if it becomes mathematically impossible for Everton to win, this market will immediately resolve to “No.” Potential retroactive points deductions past these points will have no bearing on this market’s resolution.","everton-wins-the-premier-league","","True","False","False","True","2024-09-09T20:54:35Z","True","5.0","0.001","","","0","0","2025-05-25T00:00:00Z","","0","","https://polymarket-upload.s3.us-east-2.amazonaws.com/will-everton-win-the-premier-league-4kKwnEwYzjqj.png","https://polymarket-upload.s3.us-east-2.amazonaws.com/will-everton-win-the-premier-league-4kKwnEwYzjqj.png","True","0x37088c9b2349c07fab4a24fd9d95aabc544b3b49dcd417f146fdc4b90d399d00","0x997e3c711a9971c13d6f32d38aed54ba88c602ed4cf32df5531e026adfdefd52","False","28179090282093807467382718742019031223670663540080991208934067870223690983973","Yes","0.0005","False","21560999676613730302298565094638249415341536557838919732526107094464087708917","No","0.9995","False","[{'asset_address': '0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174', 'rewards_daily_rate': 2}]","100","3.5","True","Sports,Premier League,EPL,Soccer"
"0x951ead358ab84c4314b8a619593471d80c687cc0272015dddac97fa1094b860e","0x37088c9b2349c07fab4a24fd9d95aabc544b3b49dcd417f146fdc4b90d399d02","Aston Villa wins the Premier League?","This market will resolve to “Yes” if Aston Villa is the 2024-25 Premier League Champion. Otherwise, the market will resolve to “No”. If it is a mathematical certainty Aston Villa will win, this market will immediately resolve to “Yes.” Likewise, if it becomes mathematically impossible for Aston Villa to win, this market will immediately resolve to “No.” Potential retroactive points deductions past these points will have no bearing on this market’s resolution.","aston-villa-wins-the-premier-league","","True","False","False","True","2024-09-09T20:28:51Z","True","5.0","0.001","","","0","0","2025-05-25T00:00:00Z","","0","","https://polymarket-upload.s3.us-east-2.amazonaws.com/will-aston-villa-win-the-premier-league-cOTgSFGPTRN7.png","https://polymarket-upload.s3.us-east-2.amazonaws.com/will-aston-villa-win-the-premier-league-cOTgSFGPTRN7.png","True","0x37088c9b2349c07fab4a24fd9d95aabc544b3b49dcd417f146fdc4b90d399d00","0x36ab18fdb2e4ba0f215359c169dede8ed432af1fb503413bf714f5f144768a0b","False","83156492313921775878087837698449837132415407819948472591171256258102686919964","Yes","0.0025","False","41245760353176617487677845735364435519089888071153271502972893057356920322520","No","0.9975","False","[{'asset_address': '0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174', 'rewards_daily_rate': 4}]","100","3.5","True","Sports,Premier League,EPL,Soccer"
"0x341f95039c52c92771e5bc889c2482ef8472bf82a1a5d222051eb0b62a6cf23f","0x37088c9b2349c07fab4a24fd9d95aabc544b3b49dcd417f146fdc4b90d399d0e","Nottingham Forest wins the Premier League?","This market will resolve to “Yes” if Nottingham Forest is the 2024-25 Premier League Champion. Otherwise, the market will resolve to “No”. If it is a mathematical certainty Nottingham Forest will win, this market will immediately resolve to “Yes.” Likewise, if it becomes mathematically impossible for Nottingham Forest to win, this market will immediately resolve to “No.” Potential retroactive points deductions past these points will have no bearing on this market’s resolution.","nottingham-forest-wins-the-premier-league","","True","False","False","True","2024-09-09T21:02:21Z","True","5.0","0.001","","","0","0","2025-05-25T00:00:00Z","","0","","https://polymarket-upload.s3.us-east-2.amazonaws.com/will-nottingham-forest-win-the-premier-league-eYr1C47A-kLE.png","https://polymarket-upload.s3.us-east-2.amazonaws.com/will-nottingham-forest-win-the-premier-league-eYr1C47A-kLE.png","True","0x37088c9b2349c07fab4a24fd9d95aabc544b3b49dcd417f146fdc4b90d399d00","0x9418d2fa54ed0ad377a5d4ff404da745bf28d737e989e003fd53c901d5f4543c","False","26236892725262807235372062505277176822581817393263948638256147417812762302719","Yes","0.0035","False","88622598699701433637163071032576232752219887205018441110238931614665163964172","No","0.9965","False","[{'asset_address': '0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174', 'rewards_daily_rate': 2}]","100","3.5","True","Sports,Premier League,EPL,Soccer"
"0x320045be25e331375755d9126cbe20a319ace7c7d9258227e3ccdc9267d786a0","0x37088c9b2349c07fab4a24fd9d95aabc544b3b49dcd417f146fdc4b90d399d01","Arsenal wins the Premier League?","This market will resolve to “Yes” if Arsenal is the 2024-25 Premier League Champion. Otherwise, the market will resolve to “No”. If it is a mathematical certainty Arsenal will win, this market will immediately resolve to “Yes.” Likewise, if it becomes mathematically impossible for Arsenal to win, this market will immediately resolve to “No.” Potential retroactive points deductions past these points will have no bearing on this market’s resolution.","arsenal-wins-the-premier-league","","True","False","False","True","2024-09-09T20:27:35Z","True","5.0","0.001","","","0","0","2025-05-25T00:00:00Z","","0","","https://polymarket-upload.s3.us-east-2.amazonaws.com/will-arsenal-win-the-premier-league-9hkQmvqUzlHA.png","https://polymarket-upload.s3.us-east-2.amazonaws.com/will-arsenal-win-the-premier-league-9hkQmvqUzlHA.png","True","0x37088c9b2349c07fab4a24fd9d95aabc544b3b49dcd417f146fdc4b90d399d00","0xe9dc8f8b8bb83929a0f6f5b1691034bcca675abf84b3728d03d317d8fda02fbd","False","73195466598131388170821776880758003788512546260802630290144229509026208855089","Yes","0.0595","False","23807580992743613096145152881495507712764951247494032484893843701852646171007","No","0.9405","False","[{'asset_address': '0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174', 'rewards_daily_rate': 10}]","100","3.5","True","Sports,Premier League,EPL,Soccer"
"0x030ffc12d4619622e3d318526e306008bc1fbf982fe95e92b649c9f40a135ad3","0x37088c9b2349c07fab4a24fd9d95aabc544b3b49dcd417f146fdc4b90d399d09","Fulham wins the Premier League?","This market will resolve to “Yes” if Fulham is the 2024-25 Premier League Champion. Otherwise, the market will resolve to “No”. If it is a mathematical certainty Fulham will win, this market will immediately resolve to “Yes.” Likewise, if it becomes mathematically impossible for Fulham to win, this market will immediately resolve to “No.” Potential retroactive points deductions past these points will have no bearing on this market’s resolution.","fulham-wins-the-premier-league","","True","False","False","True","2024-09-09T20:55:17Z","True","5.0","0.001","","","0","0","2025-05-25T00:00:00Z","","0","","https://polymarket-upload.s3.us-east-2.amazonaws.com/will-fulham-win-the-premier-league-boLvxshbs5TM.png","https://polymarket-upload.s3.us-east-2.amazonaws.com/will-fulham-win-the-premier-league-boLvxshbs5TM.png","True","0x37088c9b2349c07fab4a24fd9d95aabc544b3b49dcd417f146fdc4b90d399d00","0x83ae0ef40dbb8ef25f35399de67dbf8de1dff55fd5ef86e4bfbe7d037907b975","False","65661592405417984267066437223235056001699463687124602041720003480189576143687","Yes","0.0015","False","59592679804789655084419983772617102094652837284438068929153072929337840348730","No","0.9985","False","[{'asset_address': '0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174', 'rewards_daily_rate': 2}]","100","3.5","True","Sports,Premier League,EPL,Soccer"
"0x5fd3d8604616935f40f6e57ba23f1b57ed8550f2a9df09b2c8be044c4c2489b8","0x37088c9b2349c07fab4a24fd9d95aabc544b3b49dcd417f146fdc4b90d399d04","Brentford wins the Premier League?","This market will resolve to “Yes” if Brentford is the 2024-25 Premier League Champion. Otherwise, the market will resolve to “No”. If it is a mathematical certainty Brentford will win, this market will immediately resolve to “Yes.” Likewise, if it becomes mathematically impossible for Brentford to win, this market will immediately resolve to “No.” Potential retroactive points deductions past these points will have no bearing on this market’s resolution.","brentford-win-the-premier-league","","True","False","False","True","2024-09-09T20:30:11Z","True","5.0","0.001","","","0","0","2025-05-25T00:00:00Z","","0","","https://polymarket-upload.s3.us-east-2.amazonaws.com/will-brentford-win-the-premier-league-VtczQ4vrCDTj.png","https://polymarket-upload.s3.us-east-2.amazonaws.com/will-brentford-win-the-premier-league-VtczQ4vrCDTj.png","True","0x37088c9b2349c07fab4a24fd9d95aabc544b3b49dcd417f146fdc4b90d399d00","0x345c68328fc0a85c8bcea3f86e671c0ce18cc135c3aa9d1f91b076fcb939e3d2","False","59719086471851132118057103160039200789268717383832814315021216098909788743101","Yes","0.0015","False","33763292427453668920177180185617727959874952408482608566675409221079692776263","No","0.9985","False","[{'asset_address': '0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174', 'rewards_daily_rate': 2}]","100","3.5","True","Sports,Premier League,EPL,Soccer"
"0x940480935f624dee9e9fa9820159dfdecae3b20b85f9f96a59d54c8fff63daf9","0x37088c9b2349c07fab4a24fd9d95aabc544b3b49dcd417f146fdc4b90d399d0d","Newcastle United wins the Premier League?","This market will resolve to “Yes” if Newcastle United is the 2024-25 Premier League Champion. Otherwise, the market will resolve to “No”. If it is a mathematical certainty Newcastle United will win, this market will immediately resolve to “Yes.” Likewise, if it becomes mathematically impossible for Newcastle United to win, this market will immediately resolve to “No.” Potential retroactive points deductions past these points will have no bearing on this market’s resolution.","newcastle-united-wins-the-premier-league","","True","False","False","True","2024-09-09T21:01:07Z","True","5.0","0.001","","","0","0","2025-05-25T00:00:00Z","","0","","https://polymarket-upload.s3.us-east-2.amazonaws.com/newcastle-united-wins-the-premier-league-xkwHDs63ZtGW.png","https://polymarket-upload.s3.us-east-2.amazonaws.com/newcastle-united-wins-the-premier-league-xkwHDs63ZtGW.png","True","0x37088c9b2349c07fab4a24fd9d95aabc544b3b49dcd417f146fdc4b90d399d00","0x348bde3b480a74add14579ae82deb7c1125493b2a3341d9b0b5e033a5d4fe6eb","False","107702219978983602967102884794835839587439782377291063516912032944463408076101","Yes","0.0025","False","101248361170903042526900263765150194643578235056478123366637582686148993260063","No","0.9975","False","[{'asset_address': '0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174', 'rewards_daily_rate': 4}]","100","3.5","True","Sports,Premier League,EPL,Soccer"
"0xc69bb8590ecd5f8be946fc6efc4b5783b005e3e121e057f6297fa8e0b8852f1c","0x37088c9b2349c07fab4a24fd9d95aabc544b3b49dcd417f146fdc4b90d399d05","Brighton & Hove Albion wins the Premier League?","This market will resolve to “Yes” if Brighton & Hove Albion is the 2024-25 Premier League Champion. Otherwise, the market will resolve to “No”. If it is a mathematical certainty Brighton & Hove Albion will win, this market will immediately resolve to “Yes.” Likewise, if it becomes mathematically impossible for Brighton & Hove Albion to win, this market will immediately resolve to “No.” Potential retroactive points deductions past these points will have no bearing on this market’s resolution.","brighton-hove-albion-wins-the-premier-league","","True","False","False","True","2024-09-09T20:31:41Z","True","5.0","0.001","","","0","0","2025-05-25T00:00:00Z","","0","","https://polymarket-upload.s3.us-east-2.amazonaws.com/will-brighton-hove-albion-win-the-premier-league-mzzN33cJV2vr.png","https://polymarket-upload.s3.us-east-2.amazonaws.com/will-brighton-hove-albion-win-the-premier-league-mzzN33cJV2vr.png","True","0x37088c9b2349c07fab4a24fd9d95aabc544b3b49dcd417f146fdc4b90d399d00","0x91555caf2f743cf322a5b044fd558d55fb9a7cc80f7b0aa5ccaaeffb6aafb85b","False","83155643791123528545888271368970103667222416553800192242286164648782617698704","Yes","0.0015","False","1525092251178876772051777384030621149477633135682690118871201647355629676524","No","0.9985","False","[{'asset_address': '0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174', 'rewards_daily_rate': 4}]","100","3.5","True","Sports,Premier League,EPL,Soccer"
